"","STATION","LATITUDE","LONGITUDE"
"1161","USC00391049",45.7886,-97.7489
"1162","USC00391076",44.325,-96.7686
"1163","USC00391294",45.5489,-103.9744
"1164","USC00391392",43.3111,-96.5878
"1165","USC00391519",44.7269,-97.0261
"1166","USC00391579",43.0428,-96.9033
"1167","USC00391739",44.8817,-97.7325
"1168","USC00391972",43.9611,-101.8606
"1169","USC00392087",43.7744,-103.6119
"1170","USC00392302",44.3825,-97.5497
"1171","USC00392429",45.0469,-101.6022
"1172","USC00392797",45.7656,-99.6222
"1173","USC00392927",45.0325,-99.1225
"1174","USC00392984",44.0517,-96.5928
"1175","USC00393029",44.0683,-98.0833
"1176","USC00393294",45.0197,-99.9403
"1177","USC00393452",43.2356,-99.4342
"1178","USC00393832",44.5139,-99.4422
"1179","USC00394007",43.4378,-103.4739
"1180","USC00394037",44.0122,-97.5317
"1181","USC00394516",43.9025,-99.8581
"1182","USC00394834",44.3544,-103.743
"1183","USC00394864",45.9397,-102.1575
"1184","USC00394983",43.46,-101.4956
"1185","USC00395048",45.785,-103.3719
"1186","USC00395381",45.8383,-101.2769
"1187","USC00395456",45.155,-98.5825
"1188","USC00395481",43.2358,-97.5714
"1189","USC00395561",44.5178,-98.9814
"1190","USC00395891",43.8878,-100.7075
"1191","USC00396054",44.7136,-103.4258
"1192","USC00396212",43.1878,-103.2372
"1193","USC00396712",45.9033,-100.2878
"1194","USC00397062",45.3767,-103.3675
"1195","USC00397742",45.6656,-97.0394
"1196","USC00397882",44.4975,-103.8717
"1197","USC00398307",45.4283,-101.0764
"1198","USC00398472",42.9917,-97.8703
"1199","USC00398622",42.7625,-96.9194
"1200","USC00399232",43.6872,-98.6717
"1201","USC00399367",43.3686,-99.8403
"1202","USC00399442",43.4989,-100.4814
"1203","USC00400081",36.3806,-84.8744
"1204","USC00400876",35.2622,-88.9892
"1205","USC00401145",35.5894,-89.2586
"1206","USC00401790",36.5472,-87.3353
"1207","USC00402108",35.5497,-89.7
"1208","USC00402202",36.0147,-85.1314
"1209","USC00402489",36.075,-87.3958
"1210","USC00402589",36.4819,-87.8628
"1211","USC00403280",35.9417,-86.8686
"1212","USC00403420",35.6878,-83.5372
"1213","USC00403679",36.1056,-82.8436
"1214","USC00404561",35.6214,-88.8456
"1215","USC00404858",36.5194,-82.5275
"1216","USC00405187",35.4139,-86.8086
"1217","USC00405681",36.3444,-88.8636
"1218","USC00405882",35.6722,-85.7811
"1219","USC00406012",35.9328,-88.7267
"1220","USC00406162",35.2242,-85.8414
"1221","USC00406371",35.9203,-86.3728
"1222","USC00406534",35.9833,-83.2008
"1223","USC00406977",36.2872,-88.2958
"1224","USC00407884",36.4161,-82.9839
"1225","USC00408065",36.4528,-89.3028
"1226","USC00408108",35.1525,-88.3214
"1227","USC00408562",36.4711,-86.8414
"1228","USC00409155",35.3453,-86.2089
"1229","USC00409219",36.3925,-89.0317
"1230","USC00409502",35.3042,-87.7592
"1231","USC00410120",32.7047,-99.3011
"1232","USC00410174",30.3764,-103.66
"1233","USC00410235",29.7878,-94.6342
"1234","USC00410257",29.1572,-95.4592
"1235","USC00410498",30.9839,-103.7408
"1236","USC00410569",28.9797,-95.975
"1237","USC00410639",28.4575,-97.7061
"1238","USC00410832",30.095,-98.4142
"1239","USC00410902",29.7986,-98.7353
"1240","USC00411017",31.1444,-99.3492
"1241","USC00411048",30.1592,-96.3972
"1242","USC00411063",33.2064,-97.7761
"1243","USC00411138",31.7228,-99.0142
"1244","USC00411800",32.3139,-97.4061
"1245","USC00412019",32.1225,-96.4867
"1246","USC00412121",33.6608,-101.2778
"1247","USC00412266",29.0567,-96.2319
"1248","USC00412679",28.7569,-100.4792
"1249","USC00413063",27.1353,-98.1203
"1250","USC00413183",29.6339,-97.0644
"1251","USC00413280",30.9072,-102.9153
"1252","USC00413329",30.2392,-98.9089
"1253","USC00413485",31.4144,-97.7019
"1254","USC00413618",28.6617,-97.385
"1255","USC00413668",33.1203,-98.5669
"1256","USC00413734",33.1678,-96.0983
"1257","USC00413873",29.4706,-96.9397
"1258","USC00413943",26.2028,-97.6728
"1259","USC00414081",32.1828,-94.7967
"1260","USC00414098",34.8172,-102.4003
"1261","USC00414182",32.0161,-97.1094
"1262","USC00414382",30.7064,-95.5422
"1263","USC00414517",33.2064,-98.1689
"1264","USC00414705",32.5589,-96.2725
"1265","USC00415013",32.7228,-101.9456
"1266","USC00415196",30.0592,-94.795
"1267","USC00415271",30.7394,-94.9256
"1268","USC00415272",30.7425,-98.6542
"1269","USC00415429",29.6756,-97.6578
"1270","USC00415611",31.305,-96.8767
"1271","USC00415618",32.4892,-94.3289
"1272","USC00415659",28.6836,-95.9733
"1273","USC00415701",26.1922,-98.2503
"1274","USC00415707",31.1331,-102.2217
"1275","USC00415721",26.565,-98.1236
"1276","USC00415821",34.7261,-100.5372
"1277","USC00415891",32.0186,-102.0258
"1278","USC00416104",30.6711,-104.0231
"1279","USC00416108",33.1631,-95.0097
"1280","USC00416135",34.2192,-102.7328
"1281","USC00416276",29.6597,-98.1636
"1282","USC00416794",33.6744,-95.5586
"1283","USC00417020",29.2353,-96.1817
"1284","USC00417079",34.1892,-101.7022
"1285","USC00417215",29.0281,-98.5686
"1286","USC00417458",26.4644,-97.7847
"1287","USC00417622",26.3769,-98.8117
"1288","USC00417743",32.4481,-100.5264
"1289","USC00417841",31.8092,-95.1428
"1290","USC00417983",29.8833,-97.9494
"1291","USC00418274",33.7033,-96.6419
"1292","USC00418433",32.71,-100.9111
"1293","USC00418692",36.4414,-102.0775
"1294","USC00418728",29.6197,-95.6575
"1295","USC00418743",33.1481,-95.6269
"1296","USC00418818",33.17,-101.81
"1297","USC00419532",32.7483,-97.77
"1298","USC00419588",26.1781,-97.9708
"1299","USC00419800",32.7019,-96.015
"1300","USC00420086",37.4403,-112.4819
"1301","USC00420738",37.6133,-109.4847
"1302","USC00420788",37.2825,-109.5575
"1303","USC00421759",40.6189,-111.7836
"1304","USC00422101",39.2875,-112.6514
"1305","USC00422385",40.9656,-111.4336
"1306","USC00422592",37.7686,-111.5978
"1307","USC00422828",38.9603,-112.3239
"1308","USC00422996",40.2842,-109.8611
"1309","USC00423809",40.4917,-111.4261
"1310","USC00424342",40.3644,-109.3458
"1311","USC00424508",37.0286,-112.5361
"1312","USC00424856",41.8253,-111.3206
"1313","USC00425065",39.5608,-111.8653
"1314","USC00425186",41.7456,-111.8033
"1315","USC00425402",39.2583,-111.6308
"1316","USC00425582",37.1497,-109.8675
"1317","USC00425733",38.5744,-109.5458
"1318","USC00425969",40.1942,-110.0608
"1319","USC00426135",39.7119,-111.8319
"1320","USC00426357",39.3708,-112.3317
"1321","USC00426869",41.2578,-111.8378
"1322","USC00427260",38.7617,-112.0778
"1323","USC00427516",37.1189,-113.6067
"1324","USC00427686",39.9578,-111.7794
"1325","USC00427846",40.6011,-111.5839
"1326","USC00428119",40.08,-111.6047
"1327","USC00428771",40.5353,-112.3217
"1328","USC00429111",40.44,-109.5356
"1329","USC00429595",41.5147,-111.1594
"1330","USC00429717",37.2092,-112.9814
"1331","USC00431243",43.3847,-72.5989
"1332","USC00432769",44.9094,-72.8083
"1333","USC00435542",44.9489,-72.1911
"1334","USC00436995",43.6253,-72.9781
"1335","USC00437054",44.42,-72.0194
"1336","USC00441209",37.0908,-81.3364
"1337","USC00441593",38.0328,-78.5225
"1338","USC00441614",36.8219,-79.4103
"1339","USC00442208",38.4547,-78.9353
"1340","USC00442245",36.5628,-79.3633
"1341","USC00442941",37.2861,-78.4053
"1342","USC00444044",36.6831,-76.7683
"1343","USC00444101",37.2992,-77.2775
"1344","USC00444128",37.9994,-79.8322
"1345","USC00444876",37.7767,-79.4386
"1346","USC00444909",39.1422,-77.7094
"1347","USC00445050",38.0422,-78.0061
"1348","USC00445096",38.6661,-78.3728
"1349","USC00445300",36.7047,-79.8653
"1350","USC00445851",39.0642,-77.8883
"1351","USC00446712",38.2253,-78.1189
"1352","USC00447338",36.9769,-79.8961
"1353","USC00448062",38.1814,-79.0903
"1354","USC00448192",36.7297,-76.6014
"1355","USC00448829",37.7433,-77.04
"1356","USC00448894",37.9881,-76.7769
"1357","USC00449186",39.1083,-78.1525
"1358","USC00449263",38.9031,-78.4792
"1359","USC00449301",36.9364,-81.062
"1360","USC00450008",46.9658,-123.8292
"1361","USC00450176",48.5119,-122.6136
"1362","USC00450482",45.7717,-122.5286
"1363","USC00450729",48.9947,-122.7619
"1364","USC00450945",47.1694,-122.0036
"1365","USC00451233",47.4144,-121.7561
"1366","USC00451276",46.72,-122.9528
"1367","USC00451395",48.2733,-117.7411
"1368","USC00451484",48.9672,-122.3292
"1369","USC00451679",48.5397,-121.7422
"1370","USC00451767",47.9544,-118.9997
"1371","USC00451783",48.2072,-122.6914
"1372","USC00451992",48.2606,-121.6028
"1373","USC00452007",47.6636,-118.1614
"1374","USC00452030",46.3153,-118.0022
"1375","USC00452157",48.7142,-121.1431
"1376","USC00452531",47.0092,-123.4008
"1377","USC00452548",48.0164,-123.5906
"1378","USC00452675",47.9753,-122.195
"1379","USC00453546",46.7225,-118.6525
"1380","USC00454154",46.2111,-119.1011
"1381","USC00454338",46.8167,-117.8831
"1382","USC00454486",47.3767,-121.9614
"1383","USC00454679",47.0022,-118.5658
"1384","USC00454769",46.1372,-122.9781
"1385","USC00455224",47.1356,-122.2561
"1386","USC00455525",47.8453,-121.9944
"1387","USC00455659",45.9997,-121.5403
"1388","USC00455688",46.5053,-120.1678
"1389","USC00455704",47.1414,-121.9356
"1390","USC00455844",48.1844,-117.0478
"1391","USC00455946",48.8994,-117.8289
"1392","USC00456039",47.3331,-118.6961
"1393","USC00456096",48.6117,-122.8064
"1394","USC00456295",47.3089,-121.8556
"1395","USC00456610",46.4672,-117.5883
"1396","USC00456789",46.7603,-117.1861
"1397","USC00456846",47.8092,-122.9136
"1398","USC00456974",48.6461,-118.7369
"1399","USC00457015",46.3119,-119.2633
"1400","USC00457059",47.1175,-118.3714
"1401","USC00457180",47.2344,-117.3636
"1402","USC00457507",48.4958,-122.2355
"1403","USC00458034",47.8672,-121.7175
"1404","USC00458059",48.3508,-120.7264
"1405","USC00458207",46.3236,-120.0103
"1406","USC00458773",45.6775,-122.6514
"1407","USC00458959",46.4353,-120.4203
"1408","USC00459012",47.6497,-120.08
"1409","USC00459074",47.4289,-120.31
"1410","USC00459238",47.7681,-118.7239
"1411","USC00459376",48.4742,-120.1886
"1412","USC00460527",39.2728,-79.3683
"1413","USC00460580",37.7647,-81.1942
"1414","USC00461220",38.9803,-80.22
"1415","USC00461677",39.2681,-80.3522
"1416","USC00462920",39.4583,-80.1353
"1417","USC00463544",38.9339,-80.8317
"1418","USC00463846",38.2794,-82.1114
"1419","USC00465224",37.8567,-80.4042
"1420","USC00465353",37.8664,-81.9844
"1421","USC00465365",38.1933,-81.37
"1422","USC00465563",38.1025,-81.8464
"1423","USC00465963",39.47,-80.8569
"1424","USC00466212",39.6203,-79.9697
"1425","USC00466591",37.9714,-81.1508
"1426","USC00467785",39.3419,-79.6697
"1427","USC00468384",38.8008,-81.3583
"1428","USC00469281",39.1058,-78.5808
"1429","USC00469436",39.0439,-80.4725
"1430","USC00469522",37.7883,-80.3083
"1431","USC00469683",38.5278,-81.9153
"1432","USC00470175",45.3011,-92.3631
"1433","USC00470265",44.2769,-88.4378
"1434","USC00470696",42.5039,-89.0311
"1435","USC00470904",45.0908,-91.4864
"1436","USC00471078",42.6181,-89.3867
"1437","USC00471568",44.0328,-88.1469
"1438","USC00471923",45.5331,-92.0225
"1439","USC00472173",42.9608,-90.1161
"1440","USC00472556",44.7303,-92.4586
"1441","USC00472839",43.7953,-88.4533
"1442","USC00472869",42.905,-88.8589
"1443","USC00473038",43.5706,-91.2294
"1444","USC00473058",43.2389,-88.1222
"1445","USC00473405",44.1186,-89.5358
"1446","USC00473698",45.2236,-91.1269
"1447","USC00474174",42.5608,-87.8156
"1448","USC00474195",44.4628,-87.505
"1449","USC00474482",43.0803,-88.8967
"1450","USC00474582",45.5119,-88.7594
"1451","USC00474937",43.2117,-91.0986
"1452","USC00474953",46.7781,-90.7653
"1453","USC00475017",44.0869,-87.6522
"1454","USC00475091",45.0983,-87.6236
"1455","USC00475120",44.6411,-90.1333
"1456","USC00475164",44.1747,-90.3483
"1457","USC00475286",46.3689,-90.6417
"1458","USC00475364",45.1786,-89.6617
"1459","USC00475474",43.0722,-88.0294
"1460","USC00475516",45.8864,-89.7322
"1461","USC00475563",44.5647,-91.6719
"1462","USC00475808",44.5378,-90.535
"1463","USC00475932",44.3586,-88.7189
"1464","USC00476200",43.1003,-88.5036
"1465","USC00476208",44.8919,-87.955
"1466","USC00476330",44.0206,-88.5578
"1467","USC00476357",44.9461,-90.5517
"1468","USC00476398",45.9336,-90.4506
"1469","USC00476678",43.73,-87.9714
"1470","USC00476718",43.5306,-89.4369
"1471","USC00476827",43.0514,-91.135
"1472","USC00476859",45.5447,-90.3017
"1473","USC00476922",42.7028,-87.7858
"1474","USC00477092",46.1222,-89.8772
"1475","USC00477113",45.5986,-89.4508
"1476","USC00477158",43.3314,-90.3889
"1477","USC00477226",44.8544,-92.6122
"1478","USC00477708",44.7631,-88.6183
"1479","USC00477997",43.9364,-90.8164
"1480","USC00478027",45.8236,-91.8761
"1481","USC00478171",44.5114,-89.5853
"1482","USC00478267",44.88,-87.3358
"1483","USC00478349",46.7269,-92.0719
"1484","USC00478827",43.5594,-90.8761
"1485","USC00478905",45.3583,-86.8911
"1486","USC00478919",43.1742,-88.7364
"1487","USC00478951",44.3547,-89.0594
"1488","USC00479236",45.7086,-89.8483
"1489","USC00479304",45.7992,-90.9947
"1490","USC00479319",43.6072,-89.7633
"1491","USC00481175",44.5075,-109.1675
"1492","USC00481730",41.7594,-104.8222
"1493","USC00481840",44.5022,-109.1111
"1494","USC00481905",44.8694,-104.1553
"1495","USC00482415",44.8925,-108.5931
"1496","USC00482725",43.4117,-104.9614
"1497","USC00483100",41.2625,-110.9456
"1498","USC00483855",44.2667,-105.4489
"1499","USC00484065",41.5167,-109.4703
"1500","USC00484910",43.4864,-110.7617
"1501","USC00485770",44.8378,-108.4039
"1502","USC00486195",43.4131,-106.2772
"1503","USC00486440",43.8567,-110.5889
"1504","USC00486660",43.8497,-104.1886
"1505","USC00487760",43.0306,-108.3744
"1506","USC00488160",44.8406,-106.8383
"1507","USC00488705",44.4122,-104.3567
"1508","USC00489615",42.1106,-104.9492
"1509","USC00489770",44.0114,-107.9683
"1510","USC00489905",44.9767,-110.6964
"1511","USC00505733",61.5664,-149.2542
"1512","USC00505778",63.7175,-148.9692
"1513","USC00509641",64.8569,-147.8611
"1514","USC00512679",20.8906,-156.2128
"1515","USC00512751",19.5342,-155.9256
"1516","USW00003122",33.8017,-118.3411
"1517","USW00003820",33.3653,-81.9636
"1518","USW00003959",36.7664,-96.0131
"1519","USW00012834",29.1736,-81.0719
"1520","USW00012835",26.585,-81.8614
"1521","USW00012842",27.9633,-82.54
"1522","USW00012844",26.685,-80.0992
"1523","USW00012918",29.6458,-95.2822
"1524","USW00012921",29.5442,-98.4839
"1525","USW00012926",27.6878,-97.2917
"1526","USW00012930",29.9167,-90.1303
"1527","USW00012935",28.7247,-96.2536
"1528","USW00013721",38.3,-76.4167
"1529","USW00013722",35.8922,-78.7819
"1530","USW00013723",36.0969,-79.9431
"1531","USW00013724",39.3778,-74.4236
"1532","USW00013729",38.89,-79.8556
"1533","USW00013733",37.3214,-79.2064
"1534","USW00013734",39.4039,-77.975
"1535","USW00013736",39.6497,-79.9206
"1536","USW00013737",36.9036,-76.1928
"1537","USW00013739",39.8733,-75.2269
"1538","USW00013740",37.5117,-77.3233
"1539","USW00013743",38.8472,-77.0344
"1540","USW00013750",36.9375,-76.2892
"1541","USW00013754",34.9,-76.8833
"1542","USW00013782",32.775,-79.9239
"1543","USW00013865",32.3347,-88.7508
"1544","USW00013867",39.2811,-81.5572
"1545","USW00013870",31.54,-82.5072
"1546","USW00013871",33.5906,-85.8478
"1547","USW00013872",35.5953,-82.5567
"1548","USW00013873",33.9478,-83.3272
"1549","USW00013874",33.6297,-84.4422
"1550","USW00013876",33.5656,-86.745
"1551","USW00013877",36.4797,-82.3989
"1552","USW00013878",31.1528,-81.3906
"1553","USW00013880",32.8994,-80.0408
"1554","USW00013881",35.2225,-80.9544
"1555","USW00013882",35.0336,-85.2003
"1556","USW00013889",30.4847,-81.7019
"1557","USW00013891",35.8181,-83.9858
"1558","USW00013893",35.0564,-89.9864
"1559","USW00013896",34.7439,-87.5997
"1560","USW00013957",32.4508,-93.8414
"1561","USW00013958",30.3208,-97.7603
"1562","USW00013959",31.6181,-97.2283
"1563","USW00013960",32.8383,-96.8358
"1564","USW00013963",34.7272,-92.2358
"1565","USW00013964",35.3333,-94.3653
"1566","USW00013966",33.9786,-98.493
"1567","USW00013970",30.5378,-91.1469
"1568","USW00013976",30.1986,-91.9894
"1569","USW00013980",37.155,-98.0283
"1570","USW00013981",37.6706,-95.4847
"1571","USW00013994",38.7525,-90.3733
"1572","USW00013995",37.2353,-93.4006
"1573","USW00013996",39.0725,-95.6261
"1574","USW00014607",46.8706,-68.0172
"1575","USW00014732",40.7794,-73.8803
"1576","USW00014733",42.9489,-78.7367
"1577","USW00014734",40.6828,-74.1692
"1578","USW00014735",42.7472,-73.7992
"1579","USW00014739",42.3606,-71.0097
"1580","USW00014742",44.4683,-73.15
"1581","USW00014743",44.5772,-75.1097
"1582","USW00014745",43.205,-71.5025
"1583","USW00014750",43.3386,-73.6103
"1584","USW00014752",41.7353,-72.6511
"1585","USW00014764",43.6425,-70.3045
"1586","USW00014768",43.1172,-77.6753
"1587","USW00014771",43.1111,-76.1039
"1588","USW00014820",41.4133,-81.86
"1589","USW00014825",41.0136,-83.6681
"1590","USW00014827",40.9725,-85.2064
"1591","USW00014828",43.9758,-84.4908
"1592","USW00014837",43.1406,-89.3453
"1593","USW00014839",42.955,-87.9044
"1594","USW00014840",43.1711,-86.2369
"1595","USW00014842",40.6675,-89.6842
"1596","USW00014845",43.5281,-84.0814
"1597","USW00014846",41.45,-82.7167
"1598","USW00014847",46.48,-84.3581
"1599","USW00014850",44.7389,-85.5678
"1600","USW00014852",41.2547,-80.6736
"1601","USW00014860",42.0803,-80.1822
"1602","USW00014897",44.9275,-89.6253
"1603","USW00014898",44.4986,-88.1111
"1604","USW00014910",45.8681,-95.3939
"1605","USW00014914",46.9242,-96.812
"1606","USW00014916",47.9428,-97.1831
"1607","USW00014920",43.8792,-91.2531
"1608","USW00014922",44.8853,-93.2314
"1609","USW00014923",41.4481,-90.5236
"1610","USW00014924",48.9711,-97.2417
"1611","USW00014925",43.9039,-92.4919
"1612","USW00014926",45.5442,-94.0517
"1613","USW00014929",45.4558,-98.4133
"1614","USW00014933",41.5339,-93.6531
"1615","USW00014935",40.9614,-98.3131
"1616","USW00014936",44.3792,-98.2228
"1617","USW00014941",41.98,-97.4336
"1618","USW00014944",43.5878,-96.7294
"1619","USW00014946",44.9044,-97.1494
"1620","USW00014992",44.5483,-95.0806
"1621","USW00022521",21.3239,-157.9394
"1622","USW00023023",31.9433,-102.1892
"1623","USW00023034",31.3714,-100.4925
"1624","USW00023042",33.6542,-101.8142
"1625","USW00023044",31.8122,-106.3775
"1626","USW00023047",35.2333,-101.7092
"1627","USW00023050",35.0419,-106.6156
"1628","USW00023051",36.4483,-103.1536
"1629","USW00023054",35.6558,-105.1386
"1630","USW00023065",39.3669,-101.7003
"1631","USW00023066",39.1344,-108.5408
"1632","USW00023067",38.0494,-103.5133
"1633","USW00023154",39.2953,-114.8467
"1634","USW00023155",35.4342,-119.0553
"1635","USW00023157",37.3711,-118.3589
"1636","USW00023161",34.8536,-116.7869
"1637","USW00023162",39.3375,-112.5858
"1638","USW00023170",38.3706,-110.7153
"1639","USW00023174",33.9381,-118.3867
"1640","USW00023179",34.7678,-114.6183
"1641","USW00023185",39.5078,-119.7683
"1642","USW00023187",34.7436,-118.7253
"1643","USW00023188",32.7336,-117.1831
"1644","USW00023190",34.4242,-119.8425
"1645","USW00023194",35.0281,-110.7219
"1646","USW00023233",36.6636,-121.6092
"1647","USW00023234",37.6197,-122.3656
"1648","USW00023244",37.4058,-122.0481
"1649","USW00023258",37.6256,-120.955
"1650","USW00023271",38.5553,-121.4183
"1651","USW00023272",37.7706,-122.4269
"1652","USW00024015",40.1744,-103.2147
"1653","USW00024018",41.1519,-104.8061
"1654","USW00024020",40.5233,-101.0344
"1655","USW00024025",44.3819,-100.2864
"1656","USW00024028",41.8747,-103.6011
"1657","USW00024036",47.0544,-109.4567
"1658","USW00024037",46.4264,-105.8833
"1659","USW00024119",40.6117,-116.8917
"1660","USW00024121",40.8239,-115.7864
"1661","USW00024128",40.9017,-117.8081
"1662","USW00024130",44.8431,-117.81
"1663","USW00024131",43.5669,-116.2406
"1664","USW00024132",45.7875,-111.1614
"1665","USW00024135",45.9644,-112.5014
"1666","USW00024137",48.6036,-112.3767
"1667","USW00024143",47.4733,-111.3828
"1668","USW00024144",46.6044,-111.9892
"1669","USW00024155",45.6906,-118.8531
"1670","USW00024156",42.9197,-112.5722
"1671","USW00024157",47.6217,-117.5281
"1672","USW00024159",47.1928,-114.8903
"1673","USW00024193",40.7206,-114.0358
"1674","USW00024213",40.8097,-124.1603
"1675","USW00024216",40.1519,-122.2547
"1676","USW00024221",44.1331,-123.2156
"1677","USW00024225",42.375,-122.8769
"1678","USW00024227",46.9736,-122.905
"1679","USW00024229",45.5958,-122.6092
"1680","USW00024232",44.905,-123.0011
"1681","USW00024243",46.5639,-120.535
"1682","USW00024255",48.35,-122.6667
"1683","USW00024284",43.4133,-124.2436
"1684","USW00025308",55.0389,-131.5786
"1685","USW00025503",58.6794,-156.6294
"1686","USW00025506",59.7492,-154.9089
"1687","USW00025507",59.6419,-151.4911
"1688","USW00025713",57.155,-170.2228
"1689","USW00026410",60.4861,-145.4444
"1690","USW00026411",64.8031,-147.8761
"1691","USW00026412",62.9614,-141.9383
"1692","USW00026415",63.9931,-145.7214
"1693","USW00026425",62.1592,-145.4589
"1694","USW00026438",60.1292,-149.4186
"1695","USW00026510",62.9575,-155.61
"1696","USW00026523",60.5792,-151.2414
"1697","USW00026528",62.3197,-150.0975
"1698","USW00026529",65.173,-152.1067
"1699","USW00026615",60.785,-161.8294
"1700","USW00026616",66.8856,-162.6067
"1701","USW00026617",64.5111,-165.44
"1702","USW00027502",71.2869,-156.7394
"1703","USW00053919",33.6361,-91.7556
"1704","USW00092811",25.8064,-80.1333
"1705","USW00093111",34.1242,-119.1228
"1706","USW00093112",32.6922,-117.2097
"1707","USW00093134",34.0236,-118.2911
"1708","USW00093721",39.1733,-76.6842
"1709","USW00093805",30.3975,-84.3289
"1710","USW00093808",36.9647,-86.4239
"1711","USW00093809",37.0422,-89.1856
"1712","USW00093820",38.0339,-84.6114
"1713","USW00093822",39.8453,-89.6839
"1714","USW00093824",39.9461,-81.8931
"1715","USW00093837",30.2333,-81.6667
"1716","USW00093841",30.7167,-87.0167
"1717","USW00093914",31.7831,-95.6039
"1718","USW00093986",34.9892,-99.0528
"1719","USW00093987",31.2358,-94.7547
"1720","USW00093992",33.2208,-92.8142
"1721","USW00094014",48.1739,-103.6367
"1722","USW00094728",40.7789,-73.9692
"1723","USW00094849",45.0717,-83.5644
"1724","USW00094911",42.8786,-97.3636
"1725","USW00094957",40.0792,-95.5892
"1726","USW00094967",46.8997,-95.0669
